"E01.01.30.10";"\RSen_10_Model families\Electrical Equipment\RSen_61_EE_FB_hv-cell_gen_witas.rfa";"RSen_61_EE_FB_hv-cell_gen_witas.rfa";"E01.01.30.10__KxN__hv cabin_gen__";"KxN";"False";"AANSLUITING :: Hoogspanning :: Hoogspanningsmateriaal type AA20 / AA15 / AA35 :: Lusschakelaar";"RACCORDEMENT :: Haute tension ::  :: Interrupteur de boucle"
"E06.01.01.28";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_electrical connection_gen_witas.rfa";"RSen_62_EF_FB_electrical connection_gen_witas.rfa";"E06.01.01.28__EB__3 phase - neuter - ground - junction box recessed_gen__";"EB";"True";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 standaard :: Aansluitklemmendoos met neusplaat, 3P+N+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 standard :: Boite à bornes avec plaquette de fermeture, 3P+N+T"
"E06.01.01.90";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_equipotential point_gen_witas.rfa";"RSen_68_SD_FB_equipotential point_gen_witas.rfa";"E06.01.01.90____2 equipotentials_gen__";"";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 standaard :: Contactdoos met dubbele potentiaalvereffening";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 standard :: Prise de courant avec double équilibrage de potentiel"
"E06.01.01.99";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_56_COM_FB_room thermostat_gen_witas.rfa";"RSen_56_COM_FB_room thermostat_gen_witas.rfa";"E06.01.01.99__EB__room thermostat_gen_wxhxd 100x60x25__";"EB";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 standaard";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 standard"
"E06.01.02.01";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.01__ES__push button_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Enkelvoudige drukknop";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Bouton-poussoir simple"
"E06.01.02.02";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.02__ES__push button - double_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Tweevoudige drukknop";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Bouton-poussoir double"
"E06.01.02.05";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.05__ES__push button - indicator light_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Enkelvoudige drukknop met LED";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Bouton-poussoir simple à témoin"
"E06.01.02.09";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.09__ES__single pole switch_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Enkelpolige schakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur unipolaire"
"E06.01.02.10";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.10__ES__two-pole switch_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Dubbelpolige schakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur bipolaire"
"E06.01.02.11";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.11__ES__single pole two way switch_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Wisselschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur va-et-vient"
"E06.01.02.12";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.12__ES__two-pole two way switch_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Dubbelpolige wisselschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur va-et-vient bipolaire"
"E06.01.02.13";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.13__ES__cross-bar switch_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Kruisschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur permutateur"
"E06.01.02.14";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.14__ES__single pole change-over switch_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Serieschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur double-allumage"
"E06.01.02.16";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.16__ES__single pole switch with signaling lamp_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Enkelpolige schakelaar met LED";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur unipolaire à témoin"
"E06.01.02.17";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.17__ES__two-pole switch with indicator light_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Dubbelpolige schakelaar met LED";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur bipolaire à témoin"
"E06.01.02.19";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.02.19__ES__single pole pull switch_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Trekschakelaar met wisselcontact";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur à tirette va-et-vient"
"E06.01.02.20";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_67_COM_FB_control blinds_gen_witas.rfa";"RSen_67_COM_FB_control blinds_gen_witas.rfa";"E06.01.02.20__ES__control blinds_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Rolluikschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Interrupteur pour volets"
"E06.01.02.22";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.02.22__ES__single - protective conductor - child protection - recessed_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Contactdoos, 2P+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Prise de courant, 2P+T"
"E06.01.02.23";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.02.23__ES__single - protective conductor - child protection - recessed_gen_orange__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Contactdoos, 2P+A, rood in de massa";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Prise de courant, 2P+T, rouge dans la masse"
"E06.01.02.24";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.02.24__ES__dual socket - protective conductor - child protection - recessed_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Dubbele contactdoos, 2P+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Prise de courant double, 2P+T"
"E06.01.02.25";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.02.25__ES__dual socket - protective conductor - child protection - recessed_gen_orange__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Dubbele contactdoos, 2P+A, rood in de massa";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Prise de courant double, 2P+T, rouge dans la masse"
"E06.01.02.26";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.02.26__ES__triple - protective conductor - child protection - recessed_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Drievoudige contactdoos, 2P+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Prise de courant triple, 2P+T"
"E06.01.02.27";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.02.27__ES__quadruple - protective conductor - child protection - recessed_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Viervoudige contactdoos, 2P+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Prise de courant quadruple, 2P+T"
"E06.01.02.28";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_electrical connection_gen_witas.rfa";"RSen_62_EF_FB_electrical connection_gen_witas.rfa";"E06.01.02.28__ES__3 phase - neuter - ground - junction box recessed_gen__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving :: Aansluitklemmendoos met neusplaat, 3P+N+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré :: Boite à bornes avec plaquette de fermeture, 3P+N+T"
"E06.01.02.99";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_56_COM_FB_room thermostat_gen_witas.rfa";"RSen_56_COM_FB_room thermostat_gen_witas.rfa";"E06.01.02.99__ES__room thermostat_gen_wxhxd 100x60x25__";"ES";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met vierkante vormgeving";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 forme carré"
"E06.01.03.01";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.01__EM__push button_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Enkelvoudige drukknop";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Bouton-poussoir simple"
"E06.01.03.02";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.02__EM__push button - double_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Tweevoudige drukknop";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Bouton-poussoir double"
"E06.01.03.05";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.05__EM__push button - indicator light_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Enkelvoudige drukknop met LED";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Bouton-poussoir simple à témoin"
"E06.01.03.09";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.09__EM__single pole switch_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Enkelpolige schakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur unipolaire"
"E06.01.03.10";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.10__EM__two-pole switch_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Dubbelpolige schakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur bipolaire"
"E06.01.03.11";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.11__EM__single pole two way switch_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Wisselschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur va-et-vient"
"E06.01.03.12";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.12__EM__two-pole two way switch_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Dubbelpolige wisselschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur va-et-vient bipolaire"
"E06.01.03.13";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.13__EM__cross-bar switch_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Kruisschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur permutateur"
"E06.01.03.14";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.14__EM__single pole change-over switch_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Serieschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur double-allumage"
"E06.01.03.16";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.16__EM__single pole switch with signaling lamp_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Enkelpolige schakelaar met LED";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur unipolaire à témoin"
"E06.01.03.17";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.17__EM__two-pole switch with indicator light_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Dubbelpolige schakelaar met LED";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur bipolaire à témoin"
"E06.01.03.19";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_switches - high current_gen_witas.rfa";"RSen_62_LD_FB_switches - high current_gen_witas.rfa";"E06.01.03.19__EM__single pole pull switch_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Trekschakelaar met wisselcontact";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur à tirette va-et-vient"
"E06.01.03.20";"\RSen_10_Model families\Electrical Devices\Communication Devices\RSen_67_COM_FB_control blinds_gen_witas.rfa";"RSen_67_COM_FB_control blinds_gen_witas.rfa";"E06.01.03.20__EM__control blinds_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Rolluikschakelaar";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Interrupteur pour volets"
"E06.01.03.22";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.03.22__EM__single - protective conductor - child protection - recessed_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Contactdoos, 2P+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Prise de courant, 2P+T"
"E06.01.03.23";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.03.23__EM__single - protective conductor - child protection - recessed_gen_orange__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Contactdoos, 2P+A, rood in de massa";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Prise de courant, 2P+T, rouge dans la masse"
"E06.01.03.24";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.03.24__EM__dual socket - protective conductor - child protection - recessed_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Dubbele contactdoos, 2P+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Prise de courant double, 2P+T"
"E06.01.03.25";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.03.25__EM__dual socket - protective conductor - child protection - recessed_gen_orange__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Dubbele contactdoos, 2P+A, rood in de massa";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Prise de courant double, 2P+T, rouge dans la masse"
"E06.01.03.26";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E06.01.03.26__EM__triple - protective conductor - child protection - recessed_gen__";"EM";"False";"BEDIENINGSAPPARATUUR :: Inbouw :: Inbouw IP21 met modulaire vormgeving :: Drievoudige contactdoos, 2P+A";"APPAREILLAGE DE COMMANDE :: Encastré :: Encastré IP21 à forme modulaire :: Prise de courant triple, 2P+T"
